"Pollster","Date","Sample Size","Stratification","Methodology","Fieldwork Start","Fieldwork End","PS - Partido Socialista","AD - Aliança Democrática","BE - Bloco de Esquerda","PCP-PEV - Coligação Democrática Unitária","PAN - Pessoas-Animais-Natureza","A - Aliança","L - Livre","Liberal - Iniciativa Liberal","Chega - Chega","Outros - Outros/Brancos/Nulos","PSD - Partido Social Democrata","CDS-PP - Partido Popular","PAF - PSD/CDS - Portugal à Frente (2015)"
"Eurosondagem","30/05/2011","522","Tracking poll (resultados acumulados","['Telefónica']","30/05/2011","30/05/2011","32.2","","6.3","7.6","","","","","","5.8","35.5","12.6",""
"CESOP-U.Católica","29/05/2011","3963","Freguesias-tipo","['Presencial']","28/05/2011","29/05/2011","31.0","","7.0","8.0","","","","","","7.0","36.0","11.0",""
"Intercampus","29/05/2011","1010","Tracking poll, com quotas de sexo, idade e concelho","['Telefónica']","25/05/2011","29/05/2011","32.3","","5.2","7.7","","","","","","5.2","37.0","12.7",""
"Eurosondagem","29/05/2011","505","Tracking poll (resultados acumulados","['Telefónica']","29/05/2011","29/05/2011","32.1","","6.3","7.7","","","","","","6.3","34.7","12.9",""
"Eurosondagem","27/05/2011","521","Tracking poll (resultados acumulados","['Telefónica']","27/05/2011","27/05/2011","32.4","","6.4","7.8","","","","","","6.5","33.7","13.2",""
"Eurosondagem","26/05/2011","511","Tracking poll (resultados acumulados","['Telefónica']","23/05/2011","26/05/2011","32.3","","6.3","7.9","","","","","","6.2","33.9","13.4",""
"Intercampus","26/05/2011","1015","Tracking poll, com quotas de sexo, idade e concelho","['Telefónica']","21/05/2011","26/05/2011","34.1","","6.5","7.7","","","","","","4.5","35.8","11.4",""
"Eurosondagem","25/05/2011","515","Tracking poll (resultados acumulados","['Telefónica']","25/05/2011","25/05/2011","32.5","","6.5","8.1","","","","","","6.5","33.6","12.8",""
"Eurosondagem","24/05/2011","510","Tracking poll (resultados acumulados","[]","24/05/2011","24/05/2011","32.0","","6.7","8.1","","","","","","6.3","33.7","13.2",""
"Eurosondagem","23/05/2011","525","Tracking poll (resultados acumulados","['Telefónica']","23/05/2011","23/05/2011","32.6","","6.6","7.6","","","","","","6.4","33.1","13.7",""
"CESOP-U.Católica","22/05/2011","1490","Freguesias-tipo","[]","21/05/2011","22/05/2011","36.0","","6.0","9.0","","","","","","3.0","36.0","10.0",""
"Intercampus","22/05/2011","1021","Tracking poll, com quotas de sexo, idade e concelho","['Telefónica']","18/05/2011","22/05/2011","33.2","","5.6","6.6","","","","","","3.0","39.6","12.1",""
"Intercampus","19/05/2011","1018","Tracking poll, com quotas de sexo, idade e concelho","['Telefónica']","14/05/2011","19/05/2011","34.1","","6.8","7.5","","","","","","3.2","35.7","12.8",""
"Aximage","18/05/2011","750","Aleatória, estratificada por região, habitat, sexo, idade, escolaridade, actividade e voto legislativo","['Telefónica']","14/05/2011","18/05/2011","32.2","","5.7","8.0","","","","","","6.2","33.9","14.1",""
"Intercampus","15/05/2011","1025","Tracking poll, com quotas de sexo, idade e concelho","['Telefónica']","11/05/2011","15/05/2011","35.4","","6.2","7.5","","","","","","2.2","36.1","12.6",""
"Intercampus","12/05/2011","1029","Tracking poll, com quotas de sexo, idade e concelho","['Telefónica']","7/05/2011","12/05/2011","36.8","","6.0","7.4","","","","","","2.4","33.9","13.4",""
"Marktest","10/05/2011","805","Aleatória, quotas de sexo, idade e região","['Telefónica']","10/05/2011","10/05/2011","33.4","","4.8","6.5","","","","","","6.6","39.7","9.0",""
"Intercampus","08/05/2011","1020","Tracking poll, com quotas de sexo, idade e concelho","['Telefónica']","4/05/2011","8/05/2011","35.1","","6.5","7.7","","","","","","3.6","36.2","10.9",""
"Intercampus","05/05/2011","1009","Tracking poll, com quotas de sexo, idade e concelho","['Telefónica']","2/05/2011","5/05/2011","34.8","","7.0","7.9","","","","","","2.8","37.0","10.5",""
"Eurosondagem","03/05/2011","2048","Freguesias-tipo","['Presencial']","28/04/2011","3/05/2011","32.5","","6.6","7.7","","","","","","6.3","35.8","11.1",""
"Aximage","02/05/2011","600","Aleatória, estratificada por região, habitat, sexo, idade, escolaridade, actividade e voto legislativo","['Telefónica']","29/04/2011","2/05/2011","30.5","","8.3","10.0","","","","","","5.3","33.9","12.1",""
"CESOP-U.Católica","01/05/2011","1370","Freguesias-tipo","[]","30/04/2011","1/05/2011","36.0","","5.0","9.0","","","","","","6.0","34.0","10.0",""
"Eurosondagem","19/04/2011","1025","Aleatória, estratificada por região","['Telefónica']","14/04/2011","19/04/2011","32.7","","6.9","7.8","","","","","","5.0","36.3","11.3",""
"Marktest","17/04/2011","805","Aleatória, quotas de sexo, idade e região","['Telefónica']","15/04/2011","17/04/2011","36.1","","6.0","8.1","","","","","","7.0","35.3","7.5",""
"Intercampus","10/04/2011","917","Aleatória","['Telefónica']","8/04/2011","10/04/2011","33.1","","7.6","8.1","","","","","","3.1","38.7","9.4",""
"CESOP-U.Católica","03/04/2011","1288","Freguesias-tipo","['Presencial']","2/04/2011","3/04/2011","33.0","","6.0","8.0","","","","","","7.0","39.0","7.0",""
"Eurosondagem","30/03/2011","1021","Aleatória, estratificada por região","['Telefónica']","27/03/2011","30/03/2011","30.4","","7.7","8.4","","","","","","5.5","37.2","10.7",""
"Aximage","30/03/2011","600","Aleatória, estratificada por região, habitat, sexo, idade, escolaridade, actividade e voto legislativo","['Telefónica']","28/03/2011","30/03/2011","30.1","","6.9","9.0","","","","","","5.8","36.8","11.4",""
"Intercampus","26/03/2011","805","Aleatória","['Telefónica']","24/03/2011","26/03/2011","32.8","","7.9","7.1","","","","","","1.2","42.2","8.7",""
"Marktest","23/03/2011","805","Aleatória, quotas de sexo, idade e região","['Telefónica']","18/03/2011","23/03/2011","24.5","","8.9","6.7","","","","","","6.9","46.7","6.3",""
"Aximage","07/03/2011","600","Aleatória, estratificada por região, habitat, sexo, idade, escolaridade, actividade e voto legislativo","['Telefónica']","3/03/2011","7/03/2011","28.8","","6.7","11.0","","","","","","5.3","39.1","9.2",""
"Eurosondagem","28/02/2011","1021","Aleatória, estratificada por região","['Telefónica']","23/02/2011","28/02/2011","30.6","","7.8","8.7","","","","","","6.3","36.9","9.8",""
"Marktest","23/02/2011","797","Aleatória, quotas de sexo, idade e região","['Telefónica']","17/02/2011","23/02/2011","29.1","","5.9","6.1","","","","","","6.9","47.8","4.2",""
"Eurosondagem","08/02/2011","1025","Aleatória, estratificada por região","['Telefónica']","3/02/2011","8/02/2011","29.3","","9.5","9.1","","","","","","5.5","36.4","10.3",""
"Aximage","03/02/2011","600","Aleatória, estratificada por região, habitat, sexo, idade, escolaridade, actividade e voto legislativo","['Telefónica']","1/02/2011","3/02/2011","28.7","","6.7","9.6","","","","","","6.0","39.1","9.8",""
"Eurosondagem","21/01/2011","1548","Aleatória, estratificada por região","['Telefónica']","19/01/2011","21/01/2011","30.3","","9.4","8.4","","","","","","5.0","37.4","9.5",""
"Intercampus","19/01/2011","1004","Aleatória","['Presencial']","16/01/2011","19/01/2011","30.8","","7.3","7.1","","","","","","12.2","36.8","5.8",""
"Marktest","16/01/2011","802","Aleatória, quotas de sexo, idade e região","['Telefónica']","14/01/2011","16/01/2011","26.3","","6.0","7.8","","","","","","6.8","46.1","7.0",""
"Eurosondagem","11/01/2011","1010","Aleatória, estratificada por região","['Telefónica']","5/01/2011","11/01/2011","29.7","","9.0","8.7","","","","","","5.3","37.2","10.1",""
"Aximage","06/01/2011","600","Aleatória, estratificada por região, habitat, sexo, idade, escolaridade, actividade e voto legislativo","['Telefónica']","3/01/2011","6/01/2011","26.6","","7.9","10.4","","","","","","5.9","40.1","9.2",""
"Eurosondagem","07/12/2010","1032","Aleatória, estratificada por região","['Telefónica']","2/12/2010","7/12/2010","30.2","","9.3","8.4","","","","","","6.1","36.2","9.7",""
"Aximage","07/12/2010","600","Aleatória, estratificada por região, habitat, sexo, idade, escolaridade, actividade e voto legislativo","['Telefónica']","5/12/2010","7/12/2010","28.0","","7.6","8.7","","","","","","5.6","41.0","9.1",""
"Marktest","19/11/2010","804","Aleatória, quotas de sexo, idade e região","['Telefónica']","16/11/2010","19/11/2010","26.9","","8.7","6.7","","","","","","6.5","44.3","6.9",""
"Eurosondagem","09/11/2010","1025","Aleatória, estratificada por região","['Telefónica']","4/11/2010","9/11/2010","30.0","","9.1","8.8","","","","","","5.8","37.0","9.3",""
"Aximage","29/10/2010","600","Aleatória, estratificada por região, habitat, sexo, idade, escolaridade, actividade e voto legislativo","['Telefónica']","26/10/2010","29/10/2010","28.0","","8.9","10.4","","","","","","5.8","37.2","9.6",""
"CESOP-U.Católica","25/10/2010","1140","Freguesias-tipo","['Presencial']","23/10/2010","25/10/2010","26.0","","12.0","8.0","","","","","","7.0","40.0","7.0",""
"Marktest","24/10/2010","807","Aleatória, quotas de sexo, idade e região","['Telefónica']","19/10/2010","24/10/2010","25.1","","9.8","8.3","","","","","","6.7","42.0","8.1",""
"Intercampus","17/10/2010","609","Aleatória","['Telefónica']","12/10/2010","17/10/2010","30.5","","11.0","9.7","","","","","","1.0","39.2","8.5",""
"Intercampus","15/10/2010","607","Aleatória","['Telefónica']","10/10/2010","15/10/2010","30.1","","10.7","8.8","","","","","","1.1","41.6","7.7",""
"Eurosondagem","12/10/2010","1021","Aleatória, estratificada por região","['Telefónica']","6/10/2010","12/10/2010","35.2","","7.8","8.4","","","","","","5.2","35.2","8.0",""
"Intercampus","06/10/2010","609","Aleatória","['Telefónica']","4/10/2010","6/10/2010","32.0","","10.6","11.1","","","","","","2.0","35.2","9.1",""
"Aximage","04/10/2010","600","Aleatória, estratificada por região, habitat, sexo, idade, escolaridade, actividade e voto legislativo","['Telefónica']","1/10/2010","4/10/2010","33.7","","9.2","8.1","","","","","","5.4","32.7","10.9",""
"Marktest","17/09/2010","804","Aleatória, quotas de sexo, idade e região","['Telefónica']","14/09/2010","17/09/2010","35.7","","6.5","6.5","","","","","","6.6","38.0","6.7",""
"Aximage","09/09/2010","600","Aleatória, estratificada por região, habitat, sexo, idade, escolaridade, actividade e voto legislativo","['Telefónica']","6/09/2010","9/09/2010","35.5","","8.7","9.0","","","","","","4.6","33.8","8.3",""
"Eurosondagem","07/09/2010","1035","Aleatória, estratificada por região","['Telefónica']","1/09/2010","7/09/2010","36.0","","7.1","7.7","","","","","","5.0","35.7","8.5",""
"Eurosondagem","02/08/2010","1031","Aleatória, estratificada por região","['Telefónica']","28/07/2010","2/08/2010","35.0","","7.2","8.1","","","","","","4.8","36.0","9.1",""
"Marktest","26/07/2010","802","Aleatória, quotas de sexo, idade e região","['Telefónica']","20/07/2010","26/07/2010","27.6","","7.7","7.1","","","","","","6.2","43.9","7.5",""
"Intercampus","19/07/2010","603","Aleatória","['Telefónica']","16/07/2010","17/07/2010","34.4","","9.0","9.5","","","","","","2.1","39.2","5.9",""
"Euroexpansão","11/07/2010","1504","Aleatória, quotas de sexo, idade e região","['Telefónica']","8/07/2010","11/07/2010","31.6","","6.6","6.3","","","","","","10.6","41.0","3.8",""
"Eurosondagem","06/07/2010","1035","Aleatória, estratificada por região","['Telefónica']","1/07/2010","6/07/2010","33.7","","7.7","8.0","","","","","","4.9","36.1","9.6",""
"Aximage","04/07/2010","600","Aleatória, estratificada por região, habitat, sexo, idade, escolaridade, actividade e voto legislativo","['Telefónica']","1/07/2010","4/07/2010","32.3","","8.6","11.0","","","","","","4.2","36.8","7.1",""
"CESOP-U.Católica","21/06/2010","1179","Freguesias-tipo","['Presencial']","19/06/2010","21/06/2010","34.0","","6.0","10.0","","","","","","7.0","37.0","6.0",""
"Marktest","20/06/2010","804","Aleatória, quotas de sexo, idade e região","['Telefónica']","15/06/2010","20/06/2010","24.1","","8.9","6.0","","","","","","6.4","47.7","6.9",""
"Eurosondagem","08/06/2010","1025","Aleatória, estratificada por região","['Telefónica']","2/06/2010","8/06/2010","34.8","","7.7","7.6","","","","","","4.9","34.9","10.1",""
"Aximage","07/06/2010","600","Aleatória, estratificada por região, habitat, sexo, idade, escolaridade, actividade e voto legislativo","['Telefónica']","1/06/2010","7/06/2010","32.8","","10.4","10.6","","","","","","4.3","33.9","7.9",""
"Marktest","20/05/2010","804","Aleatória, quotas de sexo, idade e região","['Telefónica']","18/05/2010","20/05/2010","27.6","","7.7","7.1","","","","","","6.2","43.9","7.5",""
"Eurosondagem","18/05/2010","1024","Aleatória, estratificada por região","['Telefónica']","13/05/2010","18/05/2010","36.1","","7.2","7.6","","","","","","4.7","33.0","11.3",""
"Aximage","07/05/2010","600","Aleatória, estratificada por região, habitat, sexo, idade, escolaridade, actividade e voto legislativo","['Telefónica']","4/05/2010","7/05/2010","32.2","","9.2","11.1","","","","","","5.2","33.6","8.7",""
"Intercampus","30/04/2010","803","Aleatória","['Telefónica']","27/04/2010","30/04/2010","35.8","","7.8","7.8","","","","","","1.1","41.6","5.8",""
"Marktest","25/04/2010","800","Aleatória, quotas de sexo, idade e região","['Telefónica']","20/04/2010","25/04/2010","34.0","","8.3","7.2","","","","","","6.2","39.8","4.5",""
"Eurosondagem","13/04/2010","1020","Aleatória, estratificada por região","['Telefónica']","8/04/2010","13/04/2010","35.9","","8.0","8.3","","","","","","6.2","28.4","13.1",""
"Aximage","08/04/2010","600","Aleatória, estratificada por região, habitat, sexo, idade, escolaridade, actividade e voto legislativo","['Telefónica']","5/04/2010","8/04/2010","33.9","","8.7","9.1","","","","","","4.9","32.0","11.4",""
"Marktest","21/03/2010","808","Aleatória, quotas de sexo, idade e região","['Telefónica']","16/03/2010","21/03/2010","35.6","","11.0","6.6","","","","","","6.1","30.8","9.9",""
"Euroexpansão","21/03/2010","928","Aleatória, estratificada por região","['Telefónica']","16/03/2010","21/03/2010","28.6","","6.4","6.0","","","","","","12.4","40.4","6.1",""
"CESOP-U.Católica","09/03/2010","1148","Freguesias-tipo","[]","6/03/2010","9/03/2010","41.0","","6.0","6.0","","","","","","4.0","33.0","10.0",""
"Eurosondagem","09/03/2010","1019","Aleatória, estratificada por região","['Telefónica']","4/03/2010","9/03/2010","36.9","","8.8","8.4","","","","","","4.9","26.2","14.8",""
"Aximage","09/03/2010","600","Aleatória, estratificada por região, habitat, sexo, idade, escolaridade, actividade e voto legislativo","['Telefónica']","5/03/2010","9/03/2010","37.0","","9.7","8.1","","","","","","5.4","27.3","12.5",""
"Intercampus","27/02/2010","1015","Aleatória","['Telefónica']","23/02/2010","27/02/2010","34.3","","8.5","5.3","","","","","","16.1","29.1","6.6",""
"Marktest","21/02/2010","804","Aleatória, quotas de sexo, idade e região","['Telefónica']","16/02/2010","21/02/2010","35.9","","10.6","6.8","","","","","","6.3","30.9","9.5",""
"Aximage","13/02/2010","600","Aleatória, estratificada por região, habitat, sexo, idade, escolaridade, actividade e voto legislativo","['Telefónica']","10/02/2010","13/02/2010","35.5","","10.1","9.1","","","","","","4.8","28.8","11.7",""
"Eurosondagem","09/02/2010","1025","Aleatória, estratificada por região","['Telefónica']","4/02/2010","9/02/2010","38.2","","8.3","8.2","","","","","","4.7","26.9","13.6",""
"Aximage","05/02/2010","600","Aleatória, estratificada por região, habitat, sexo, idade, escolaridade, actividade e voto legislativo","['Telefónica']","2/02/2010","5/02/2010","36.4","","9.3","9.4","","","","","","5.2","26.7","13.0",""
"Marktest","23/01/2010","803","Aleatória, quotas de sexo, idade e região","['Telefónica']","19/01/2010","23/01/2010","40.5","","5.5","8.5","","","","","","6.1","29.2","10.2",""
"Eurosondagem","12/01/2010","1010","Aleatória, estratificada por região","['Telefónica']","7/01/2010","12/01/2010","38.1","","9.2","8.3","","","","","","4.8","27.4","12.1",""
"Aximage","11/01/2010","600","Aleatória, estratificada por região, habitat, sexo, idade, escolaridade, actividade e voto legislativo","['Telefónica']","6/01/2010","11/01/2010","35.3","","10.6","8.7","","","","","","5.1","28.0","12.4",""
"Aximage","10/12/2009","600","Aleatória, estratificada por região, habitat, sexo, idade, escolaridade, actividade e voto legislativo","['Telefónica']","7/12/2009","10/12/2009","35.1","","11.3","8.3","","","","","","5.9","26.3","13.0",""
"Eurosondagem","01/12/2009","1031","Aleatória, estratificada por região","['Telefónica']","25/11/2009","1/12/2009","38.4","","9.2","7.7","","","","","","5.0","26.9","12.8",""
"Marktest","19/11/2009","808","Aleatória, quotas de sexo, idade e região","['Telefónica']","17/11/2009","19/11/2009","41.7","","8.0","6.5","","","","","","6.1","25.6","12.1",""
"Aximage","06/11/2009","600","Aleatória, estratificada por região, habitat, sexo, idade, escolaridade, actividade e voto legislativo","['Telefónica']","3/11/2009","6/11/2009","37.1","","9.3","8.2","","","","","","5.7","28.8","10.9",""
"Eurosondagem","03/11/2009","1030","Aleatória, estratificada por região","['Telefónica']","29/10/2009","3/11/2009","38.8","","8.4","8.0","","","","","","4.8","27.6","12.5",""
"Marktest","24/10/2009","806","Aleatória, quotas de sexo, idade e região","['Telefónica']","20/10/2009","24/10/2009","42.9","","8.8","6.0","","","","","","6.1","23.7","12.5",""
"Aximage","15/10/2009","600","Aleatória, estratificada por região, habitat, sexo, idade, escolaridade, actividade e voto legislativo","['Telefónica']","12/10/2009","15/10/2009","38.3","","11.7","6.5","","","","","","5.3","27.6","10.5",""
